customer_id,resident_id,email,gender,senior_citizen,partner,tenure,monthly_charges,total_charges,contract,payment_method,churn
12706,860720-4540996,user_2705@example.com,Female,0,Yes,32,21.61,598.83,Month-to-month,Bank transfer,1
12707,870717-3899443,user_2706@example.com,Female,1,Yes,2,74.06,171.23,One year,Credit card,0
12708,931207-3483574,user_2707@example.com,Male,0,Yes,6,94.89,563.88,Month-to-month,Mailed check,1
12709,921205-3831115,user_2708@example.com,Female,0,Yes,0,72.37,,Month-to-month,Mailed check,0
12710,971019-4582409,user_2709@example.com,Male,0,No,6,102.79,583.14,Month-to-month,Credit card,1
12711,980724-4412757,user_2710@example.com,Male,0,No,29,21.85,,One year,Electronic check,0
12712,840927-2975348,user_2711@example.com,Female,0,Yes,14,55.27,829.89,Month-to-month,Mailed check,0
12713,800626-4956764,user_2712@example.com,Female,0,No,8,42.27,407.32,Two year,Mailed check,0
12714,840620-1243502,user_2713@example.com,Female,0,Yes,9,63.34,536.05,Month-to-month,Mailed check,0
12715,980616-1612957,user_2714@example.com,Male,1,Yes,0,25.76,,Month-to-month,Electronic check,1
12716,750601-3825513,user_2715@example.com,Female,0,No,7,114.15,813.77,Month-to-month,Bank transfer,0
12717,900821-2511172,user_2716@example.com,Female,0,No,20,40.88,836.28,Two year,Electronic check,0
12718,870420-4873353,user_2717@example.com,Female,0,Yes,72,110.96,7975.99,Month-to-month,Bank transfer,1
12719,950819-1915382,user_2718@example.com,Male,0,Yes,37,61.2,2328.47,Month-to-month,Mailed check,0
12720,780613-1927793,user_2719@example.com,Male,0,No,0,117.3,,One year,Bank transfer,0
12721,830216-4103856,user_2720@example.com,Female,0,No,45,74.04,3310.74,Month-to-month,Bank transfer,0
12722,910801-4378512,user_2721@example.com,Male,1,No,30,111.82,3377.0,One year,Bank transfer,0
12723,701005-3970531,user_2722@example.com,Female,1,Yes,30,19.04,,Month-to-month,Bank transfer,0
12724,700110-2748066,user_2723@example.com,Male,0,Yes,12,93.51,1189.76,Month-to-month,Mailed check,0
12725,740525-4905448,user_2724@example.com,Female,1,Yes,10,109.03,1150.21,Month-to-month,Credit card,0
12726,940811-1670583,user_2725@example.com,Male,0,Yes,7,32.51,213.29,Month-to-month,Electronic check,0
12727,980824-4501908,user_2726@example.com,Male,0,Yes,1,28.14,93.13,One year,Bank transfer,0
12728,790304-1823190,user_2727@example.com,Female,0,Yes,5,61.06,269.6,One year,Mailed check,0
12729,810911-3188908,user_2728@example.com,Male,1,No,5,112.1,607.04,Month-to-month,Mailed check,1
12730,960712-4135899,user_2729@example.com,Female,0,No,13,72.87,1037.84,Two year,Mailed check,0
12731,880804-2767120,user_2730@example.com,Female,0,No,27,71.38,1988.01,Month-to-month,Mailed check,0
12732,710722-1471929,user_2731@example.com,Female,0,No,12,32.65,397.09,Month-to-month,Bank transfer,0
12733,970507-2261961,user_2732@example.com,Male,1,Yes,1,18.58,1.99,One year,Electronic check,0
12734,730508-2512917,user_2733@example.com,Male,0,No,63,99.72,6205.93,One year,Mailed check,0
12735,901013-3184141,user_2734@example.com,Female,0,Yes,57,27.28,1570.49,Month-to-month,Electronic check,1
12736,900112-2285128,user_2735@example.com,Female,1,Yes,30,82.04,2405.44,One year,Electronic check,0
12737,840227-2889416,user_2736@example.com,Male,0,No,72,110.19,7894.02,Month-to-month,Electronic check,0
12738,740912-1530457,user_2737@example.com,Female,0,No,15,39.42,531.76,One year,Credit card,0
12739,741225-3460865,user_2738@example.com,Female,0,Yes,65,85.19,5514.33,Two year,Mailed check,0
12740,800724-3610832,user_2739@example.com,Female,0,No,1,26.39,,One year,Mailed check,0
12741,871005-3931485,user_2740@example.com,Female,0,Yes,9,79.03,724.95,Month-to-month,Mailed check,1
12742,940517-4872908,user_2741@example.com,Male,0,No,5,34.93,144.62,One year,Electronic check,0
12743,710115-4260449,user_2742@example.com,Female,1,No,4,92.28,422.58,One year,Mailed check,0
12744,971108-3547204,user_2743@example.com,Male,0,Yes,3,48.7,135.69,Month-to-month,Mailed check,1
12745,860412-2994437,user_2744@example.com,Male,0,No,19,64.95,1194.66,Month-to-month,Electronic check,1
12746,741225-4767538,user_2745@example.com,Male,0,Yes,30,78.59,2369.01,Two year,Mailed check,0
12747,741023-1691602,user_2746@example.com,Male,0,Yes,17,35.67,704.57,Month-to-month,Bank transfer,1
12748,730118-3167037,user_2747@example.com,Female,1,No,3,92.85,295.31,Month-to-month,Credit card,1
12749,950723-1758936,user_2748@example.com,Female,0,Yes,33,48.84,1593.58,Month-to-month,Bank transfer,0
12750,720302-3738722,user_2749@example.com,Female,0,No,20,84.9,1621.63,One year,Bank transfer,0
12751,911020-2495470,user_2750@example.com,Female,0,No,9,34.37,298.36,Two year,Bank transfer,0
12752,770126-3436439,user_2751@example.com,Male,0,No,22,87.48,1936.31,One year,Electronic check,0
12753,710920-4408530,user_2752@example.com,Male,0,No,6,31.35,168.72,Month-to-month,Mailed check,0
12754,811210-3277139,user_2753@example.com,Male,0,Yes,8,61.14,,One year,Bank transfer,0
12755,790326-4859816,user_2754@example.com,Female,0,Yes,49,43.28,2078.19,One year,Bank transfer,0
12756,980528-1813084,user_2755@example.com,Male,0,No,6,93.52,633.85,One year,Mailed check,0
12757,720719-2281882,user_2756@example.com,Male,0,No,12,44.77,608.94,Month-to-month,Electronic check,0
12758,730714-2676332,user_2757@example.com,Female,1,Yes,44,106.89,4658.83,One year,Bank transfer,0
12759,970712-4103515,user_2758@example.com,Male,1,Yes,24,107.9,2623.24,Month-to-month,Mailed check,1
12760,891228-4670765,user_2759@example.com,Male,0,No,1,38.19,0.0,Month-to-month,Mailed check,1
12761,821106-2955590,user_2760@example.com,Female,0,No,3,80.04,310.34,Month-to-month,Credit card,1
12762,790826-3751592,user_2761@example.com,Male,0,No,0,27.29,,Two year,Bank transfer,0
12763,720528-2889902,user_2762@example.com,Male,0,No,19,57.75,1144.73,Month-to-month,Bank transfer,1
12764,720518-3305190,user_2763@example.com,Male,1,Yes,11,90.01,904.36,Two year,Credit card,0
12765,930514-4466706,user_2764@example.com,Male,0,No,2,84.61,203.1,Month-to-month,Mailed check,1
12766,730303-4287715,user_2765@example.com,Male,0,No,63,81.13,5110.81,One year,Mailed check,0
12767,910324-4773418,user_2766@example.com,Female,0,No,15,46.82,744.9,Month-to-month,Bank transfer,0
12768,840408-2703128,user_2767@example.com,Male,0,Yes,5,56.4,327.74,Month-to-month,Bank transfer,0
12769,870303-1795154,user_2768@example.com,Male,0,No,13,28.82,377.95,One year,Credit card,0
12770,810814-2587702,user_2769@example.com,Female,1,Yes,22,90.58,,One year,Bank transfer,0
12771,960122-2242604,user_2770@example.com,Female,0,No,1,69.01,107.99,One year,Bank transfer,0
12772,980826-1726215,user_2771@example.com,Male,1,No,6,89.55,534.29,One year,Electronic check,0
12773,760817-4541591,user_2772@example.com,Female,1,Yes,32,43.46,1347.08,One year,Credit card,0
12774,700304-3907771,user_2773@example.com,Male,0,No,12,51.02,566.23,Two year,Mailed check,0
12775,711111-3450328,user_2774@example.com,Male,0,No,15,52.01,706.29,Month-to-month,Bank transfer,1
12776,970205-3395391,user_2775@example.com,Female,0,Yes,11,21.08,206.37,Month-to-month,Mailed check,0
12777,980907-2396011,user_2776@example.com,Male,1,Yes,0,52.69,,Month-to-month,Bank transfer,1
12778,970318-4537553,user_2777@example.com,Female,0,Yes,3,99.03,305.98,Month-to-month,Electronic check,1
12779,900902-2483022,user_2778@example.com,Male,0,Yes,11,108.45,1166.46,One year,Credit card,0
12780,931214-3924174,user_2779@example.com,Female,0,No,4,70.45,322.04,Month-to-month,Credit card,0
12781,720606-3470740,user_2780@example.com,Female,0,No,1,64.16,22.54,Month-to-month,Mailed check,0
12782,891209-3354723,user_2781@example.com,Male,0,Yes,37,21.59,803.6,Month-to-month,Electronic check,0
12783,830108-3961527,user_2782@example.com,Female,0,No,72,106.64,7669.1,One year,Mailed check,0
12784,800325-3128910,user_2783@example.com,Male,0,No,31,19.8,652.76,Month-to-month,Electronic check,1
12785,820705-4513403,user_2784@example.com,Male,0,No,38,113.21,4223.12,Month-to-month,Bank transfer,0
12786,810326-4558436,user_2785@example.com,Male,0,No,5,67.54,295.19,One year,Bank transfer,0
12787,880301-4874685,user_2786@example.com,Male,1,No,64,52.78,3296.01,One year,Electronic check,0
12788,941222-2368692,user_2787@example.com,Female,0,No,4,111.15,431.62,Month-to-month,Bank transfer,1
12789,870516-3991913,user_2788@example.com,Male,0,No,60,20.95,1317.57,One year,Credit card,1
12790,721027-2182859,user_2789@example.com,Female,1,Yes,72,76.79,5503.61,Month-to-month,Electronic check,1
12791,830410-1609734,user_2790@example.com,Female,1,No,24,73.53,1739.19,Two year,Electronic check,1
12792,851009-2304098,user_2791@example.com,Male,0,Yes,72,40.49,2958.87,Month-to-month,Mailed check,0
12793,710906-2871107,user_2792@example.com,Male,0,No,16,61.5,1037.43,Two year,Electronic check,1
12794,731010-1496357,user_2793@example.com,Male,0,No,6,83.89,498.91,Two year,Mailed check,0
12795,761227-2444356,user_2794@example.com,Male,1,Yes,11,91.39,1039.53,One year,Electronic check,0
12796,840810-4134128,user_2795@example.com,Female,0,Yes,18,18.57,280.41,Month-to-month,Credit card,0
12797,850104-4812058,user_2796@example.com,Female,0,Yes,1,112.42,181.32,Month-to-month,Credit card,0
12798,930621-2384447,user_2797@example.com,Female,1,Yes,19,34.99,772.25,Month-to-month,Credit card,1
12799,950213-1154827,user_2798@example.com,Male,0,Yes,72,41.92,,Two year,Mailed check,0
12800,900208-2293198,user_2799@example.com,Male,0,Yes,4,44.91,75.42,One year,Mailed check,0
12801,950505-3361787,user_2800@example.com,Male,1,No,31,22.29,,Two year,Bank transfer,0
12802,860111-3586080,user_2801@example.com,Female,0,No,47,30.84,1480.12,One year,Mailed check,0
12803,931018-4956220,user_2802@example.com,Male,0,Yes,57,117.38,6669.59,Month-to-month,Mailed check,1
12804,970613-1825973,user_2803@example.com,Female,1,No,64,50.1,3270.01,Month-to-month,Credit card,0
12805,891211-3591578,user_2804@example.com,Male,0,Yes,14,30.06,450.25,Month-to-month,Electronic check,0
12806,890913-3159562,user_2805@example.com,Female,0,Yes,72,29.23,2069.24,Month-to-month,Mailed check,1
12807,930105-4926165,user_2806@example.com,Male,0,Yes,28,90.63,2539.25,One year,Bank transfer,0
12808,830914-2510361,user_2807@example.com,Male,0,Yes,3,104.17,267.82,Two year,Electronic check,0
12809,910101-2577483,user_2808@example.com,Female,0,No,12,44.26,521.99,One year,Mailed check,0
12810,760323-1418746,user_2809@example.com,Female,0,Yes,25,20.6,,Two year,Electronic check,0
12811,930922-2796200,user_2810@example.com,Female,0,No,5,40.86,263.04,Two year,Electronic check,1
12812,870626-4849551,user_2811@example.com,Female,0,No,20,24.17,589.2,Month-to-month,Electronic check,0
12813,750427-1531423,user_2812@example.com,Female,0,No,21,28.87,534.71,Month-to-month,Electronic check,1
12814,721211-4888764,user_2813@example.com,Female,0,No,3,61.76,89.12,One year,Electronic check,0
12815,740108-3183011,user_2814@example.com,Female,0,Yes,16,41.55,652.54,Month-to-month,Mailed check,0
12816,780305-4546767,user_2815@example.com,Female,0,Yes,29,70.22,1960.46,Month-to-month,Electronic check,1
12817,770603-4855007,user_2816@example.com,Female,1,Yes,13,43.91,573.14,Month-to-month,Electronic check,1
12818,770506-3994178,user_2817@example.com,Female,0,No,0,112.79,,Two year,Bank transfer,0
12819,770425-1441296,user_2818@example.com,Female,0,Yes,0,109.32,,Month-to-month,Bank transfer,1
12820,940821-3587420,user_2819@example.com,Male,0,Yes,8,75.32,612.63,One year,Electronic check,0
12821,830912-1578742,user_2820@example.com,Female,0,Yes,52,54.03,2799.9,Two year,Mailed check,0
12822,971108-4186581,user_2821@example.com,Female,0,Yes,5,56.71,184.63,One year,Bank transfer,0
12823,970419-4409665,user_2822@example.com,Female,0,Yes,20,59.79,1197.11,One year,Bank transfer,0
12824,740821-2210086,user_2823@example.com,Female,0,No,5,91.44,460.76,One year,Electronic check,0
12825,931112-4243394,user_2824@example.com,Female,0,No,7,63.78,478.41,Month-to-month,Mailed check,1
12826,771018-4466326,user_2825@example.com,Male,1,Yes,37,104.39,3827.01,Month-to-month,Credit card,0
12827,950805-4925142,user_2826@example.com,Male,1,No,26,113.15,2920.15,Two year,Mailed check,1
12828,810908-1627250,user_2827@example.com,Female,0,No,2,52.18,30.46,Month-to-month,Bank transfer,1
12829,840620-3428268,user_2828@example.com,Female,0,No,11,74.71,707.25,One year,Bank transfer,0
12830,921013-4176764,user_2829@example.com,Female,0,No,0,28.03,,Month-to-month,Bank transfer,0
12831,900617-3227669,user_2830@example.com,Female,0,Yes,13,38.6,423.28,Month-to-month,Bank transfer,1
12832,830707-3265480,user_2831@example.com,Male,0,No,21,59.95,1275.79,Two year,Bank transfer,0
12833,710323-4192517,user_2832@example.com,Female,0,No,2,39.17,,One year,Electronic check,1
12834,701007-4843009,user_2833@example.com,Male,0,No,6,106.38,611.37,Month-to-month,Electronic check,1
12835,730720-2901773,user_2834@example.com,Male,0,No,10,34.37,294.48,Two year,Electronic check,0
12836,981109-1573218,user_2835@example.com,Male,1,Yes,50,64.18,,One year,Bank transfer,0
12837,910425-2617225,user_2836@example.com,Male,1,No,72,79.22,5779.26,Month-to-month,Electronic check,0
12838,900910-3781966,user_2837@example.com,Female,0,Yes,0,87.86,,One year,Bank transfer,0
12839,740818-4517660,user_2838@example.com,Male,0,Yes,28,56.9,1572.58,Month-to-month,Mailed check,1
12840,750711-4247548,user_2839@example.com,Female,0,No,9,105.63,877.93,One year,Credit card,0
12841,730907-2584206,user_2840@example.com,Male,0,Yes,9,75.47,727.83,Month-to-month,Mailed check,1
12842,780721-3852024,user_2841@example.com,Female,0,Yes,28,62.56,1758.85,Month-to-month,Credit card,1
12843,920305-3457970,user_2842@example.com,Female,0,Yes,50,25.24,,One year,Electronic check,0
12844,721207-1121508,user_2843@example.com,Male,0,Yes,60,65.09,3885.79,Two year,Credit card,0
12845,811104-4281330,user_2844@example.com,Male,0,Yes,17,100.78,1797.17,One year,Mailed check,1
12846,820810-4663168,user_2845@example.com,Male,1,No,8,80.11,637.23,Month-to-month,Mailed check,0
12847,720216-4360175,user_2846@example.com,Male,0,Yes,30,101.92,3048.51,Two year,Credit card,0
12848,801128-3347541,user_2847@example.com,Female,0,No,5,68.02,293.03,One year,Mailed check,0
12849,830119-3597603,user_2848@example.com,Male,0,No,16,30.38,391.35,One year,Electronic check,0
12850,791123-3343363,user_2849@example.com,Male,0,No,8,19.87,150.96,Month-to-month,Mailed check,1
12851,800720-1360795,user_2850@example.com,Female,0,No,21,48.9,1043.17,Two year,Credit card,1
12852,910227-1891975,user_2851@example.com,Female,0,No,5,88.47,497.33,Two year,Electronic check,1
12853,960323-4332237,user_2852@example.com,Female,0,No,4,97.72,278.46,One year,Credit card,0
12854,730325-3567957,user_2853@example.com,Female,0,No,50,48.15,2351.25,Two year,Bank transfer,0
12855,910615-1693149,user_2854@example.com,Female,0,No,2,68.19,107.34,Month-to-month,Bank transfer,1
12856,880604-2379405,user_2855@example.com,Male,0,No,14,60.72,849.91,Two year,Electronic check,0
12857,731113-1531756,user_2856@example.com,Male,0,Yes,4,59.65,231.35,Month-to-month,Electronic check,1
12858,840728-1848571,user_2857@example.com,Male,1,Yes,0,41.69,,Month-to-month,Mailed check,0
12859,960906-2916503,user_2858@example.com,Female,0,No,0,32.17,,One year,Credit card,0
12860,780623-2309237,user_2859@example.com,Male,0,No,3,38.22,69.5,One year,Bank transfer,1
12861,710506-2209828,user_2860@example.com,Male,0,Yes,40,24.05,1008.71,Month-to-month,Mailed check,0
12862,891206-2429095,user_2861@example.com,Male,0,No,6,38.36,251.83,Month-to-month,Bank transfer,1
12863,931017-4370513,user_2862@example.com,Female,1,No,60,19.42,1149.21,Month-to-month,Mailed check,0
12864,800126-3580542,user_2863@example.com,Female,0,Yes,17,81.38,1463.51,Month-to-month,Mailed check,0
12865,720316-3187623,user_2864@example.com,Male,0,No,11,50.22,630.24,Month-to-month,Bank transfer,1
12866,980624-2806134,user_2865@example.com,Male,0,Yes,17,116.06,2019.66,Month-to-month,Mailed check,0
12867,810506-2676870,user_2866@example.com,Male,0,No,14,37.92,379.95,Month-to-month,Bank transfer,0
12868,780715-4885658,user_2867@example.com,Male,0,No,28,53.17,1567.71,Two year,Electronic check,0
12869,860527-2280170,user_2868@example.com,Female,0,No,6,54.37,365.96,One year,Credit card,0
12870,800413-1488253,user_2869@example.com,Female,0,No,8,19.35,255.12,Month-to-month,Mailed check,1
12871,770720-1407754,user_2870@example.com,Female,0,No,44,102.63,4577.59,Two year,Bank transfer,0
12872,880608-3387268,user_2871@example.com,Female,0,Yes,58,21.71,1338.1,One year,Bank transfer,0
12873,790126-4945049,user_2872@example.com,Female,0,No,44,112.75,5004.93,Month-to-month,Credit card,0
12874,930708-2845254,user_2873@example.com,Male,0,No,10,107.93,,Month-to-month,Credit card,1
12875,830418-1480820,user_2874@example.com,Female,0,Yes,30,72.19,2265.41,Month-to-month,Credit card,0
12876,920410-3155434,user_2875@example.com,Female,0,No,12,73.0,886.83,Month-to-month,Mailed check,0
12877,890301-3591649,user_2876@example.com,Male,0,No,13,84.04,1013.91,Month-to-month,Bank transfer,1
12878,780105-2602019,user_2877@example.com,Female,0,No,4,57.3,213.83,Month-to-month,Mailed check,0
12879,960721-1516898,user_2878@example.com,Male,0,Yes,17,83.38,1436.96,Month-to-month,Mailed check,1
12880,950901-2773523,user_2879@example.com,Female,0,Yes,4,22.99,,One year,Electronic check,1
12881,901003-3344111,user_2880@example.com,Female,1,No,8,23.92,129.03,Month-to-month,Credit card,0
12882,700612-4722271,user_2881@example.com,Female,0,No,38,64.34,2363.37,One year,Electronic check,0
12883,930603-4374982,user_2882@example.com,Male,0,Yes,4,73.6,257.34,One year,Electronic check,0
12884,720908-3137650,user_2883@example.com,Male,0,No,1,107.5,147.89,Two year,Mailed check,0
12885,821118-3701816,user_2884@example.com,Male,0,Yes,1,28.99,108.01,Month-to-month,Mailed check,1
12886,821213-3276841,user_2885@example.com,Female,0,No,56,100.97,5700.15,Two year,Bank transfer,0
12887,870807-1557237,user_2886@example.com,Male,0,Yes,14,39.56,606.71,Two year,Electronic check,1
12888,750928-2343770,user_2887@example.com,Male,0,Yes,10,58.01,576.06,One year,Credit card,0
12889,770723-4730385,user_2888@example.com,Female,0,No,33,50.24,1570.82,One year,Electronic check,0
12890,851028-1450816,user_2889@example.com,Female,0,Yes,36,58.62,,Month-to-month,Bank transfer,0
12891,961006-3105825,user_2890@example.com,Female,0,No,8,33.59,255.78,Two year,Electronic check,0
12892,810115-1686976,user_2891@example.com,Female,0,Yes,23,68.98,1561.69,Month-to-month,Electronic check,0
12893,731221-2924692,user_2892@example.com,Male,0,No,29,98.86,2869.67,One year,Electronic check,0
12894,960113-4204826,user_2893@example.com,Male,0,Yes,21,62.76,1340.03,Month-to-month,Bank transfer,0
12895,750320-4511220,user_2894@example.com,Male,0,No,3,67.68,245.69,Month-to-month,Electronic check,1
12896,851220-4260096,user_2895@example.com,Female,0,Yes,41,103.59,4233.28,One year,Mailed check,0
12897,870202-2846144,user_2896@example.com,Female,0,Yes,15,89.28,1244.01,Two year,Electronic check,0
12898,790801-2526503,user_2897@example.com,Female,1,No,6,67.67,381.88,Month-to-month,Mailed check,1
12899,701019-1112967,user_2898@example.com,Male,0,No,11,44.33,,Two year,Electronic check,0
12900,710424-4624284,user_2899@example.com,Male,0,Yes,0,107.21,,One year,Mailed check,1
12901,780701-4444443,user_2900@example.com,Male,0,Yes,2,76.35,124.31,Month-to-month,Electronic check,0
12902,860908-4531001,user_2901@example.com,Male,0,No,29,40.67,1205.06,Month-to-month,Credit card,0
12903,831227-3950910,user_2902@example.com,Female,0,Yes,0,45.48,,One year,Mailed check,0
12904,730422-3747073,user_2903@example.com,Female,0,No,10,99.01,992.3,Month-to-month,Credit card,1
12905,730424-2843598,user_2904@example.com,Female,0,No,14,22.93,,Month-to-month,Mailed check,0
12906,771210-3908321,user_2905@example.com,Male,0,No,1,117.96,84.92,Month-to-month,Electronic check,1
12907,940916-2343897,user_2906@example.com,Male,0,No,72,31.57,2244.28,Month-to-month,Bank transfer,0
12908,810507-3891020,user_2907@example.com,Male,0,No,5,98.31,490.95,One year,Electronic check,0
12909,770819-3681108,user_2908@example.com,Male,1,No,7,58.08,374.55,Month-to-month,Bank transfer,1
12910,870517-3643526,user_2909@example.com,Female,0,Yes,7,67.84,500.28,Month-to-month,Credit card,1
12911,831123-1433506,user_2910@example.com,Female,0,No,5,106.79,,Month-to-month,Bank transfer,0
12912,931125-3124285,user_2911@example.com,Male,1,Yes,0,59.89,,Month-to-month,Bank transfer,1
12913,750622-1177113,user_2912@example.com,Male,0,No,26,72.38,1876.87,Month-to-month,Bank transfer,0
12914,750814-3736335,user_2913@example.com,Male,1,No,68,23.44,1604.67,One year,Bank transfer,0
12915,911219-3421669,user_2914@example.com,Female,0,Yes,5,18.74,70.71,One year,Credit card,0
12916,800904-1420085,user_2915@example.com,Male,1,No,21,43.04,886.89,Month-to-month,Bank transfer,1
12917,780802-4821874,user_2916@example.com,Male,0,No,27,86.73,2346.51,Month-to-month,Electronic check,0
12918,771211-1323031,user_2917@example.com,Male,1,No,37,30.66,1144.52,Month-to-month,Mailed check,0
12919,790119-1838522,user_2918@example.com,Male,0,No,10,29.9,298.79,Month-to-month,Mailed check,0
12920,930128-3676771,user_2919@example.com,Female,0,Yes,7,59.7,503.17,One year,Electronic check,1
12921,810720-4980539,user_2920@example.com,Female,0,Yes,7,83.45,534.61,Month-to-month,Credit card,0
12922,911026-1725967,user_2921@example.com,Female,0,Yes,24,89.89,2154.15,Month-to-month,Electronic check,1
12923,931201-1771434,user_2922@example.com,Female,0,Yes,33,36.39,1122.19,One year,Electronic check,0
12924,810906-1205992,user_2923@example.com,Female,0,Yes,4,26.48,124.52,Month-to-month,Bank transfer,0
12925,750620-3900351,user_2924@example.com,Male,0,No,9,112.77,959.17,One year,Bank transfer,0
12926,720204-1801126,user_2925@example.com,Male,0,No,46,44.63,2039.06,Month-to-month,Credit card,1
12927,720813-2998652,user_2926@example.com,Male,0,No,32,104.05,3311.0,Month-to-month,Credit card,1
12928,780112-1524296,user_2927@example.com,Male,0,Yes,72,105.07,7579.08,One year,Mailed check,0
12929,940703-4125443,user_2928@example.com,Male,0,Yes,28,95.95,2658.96,One year,Credit card,0
12930,760915-4567927,user_2929@example.com,Male,0,Yes,9,35.43,289.1,Month-to-month,Electronic check,1
12931,700622-3934212,user_2930@example.com,Female,0,Yes,17,100.89,1786.92,One year,Mailed check,1
12932,800103-4576179,user_2931@example.com,Male,0,No,21,95.62,2022.25,Two year,Mailed check,0
12933,790715-4955124,user_2932@example.com,Male,0,Yes,1,78.32,50.27,Two year,Bank transfer,0
12934,870301-2856373,user_2933@example.com,Female,0,Yes,15,52.3,771.96,One year,Bank transfer,0
12935,820804-2431723,user_2934@example.com,Female,0,No,24,44.82,1157.95,Two year,Mailed check,0
12936,731004-1862834,user_2935@example.com,Female,0,Yes,3,30.72,80.4,Month-to-month,Bank transfer,1
12937,780725-3759465,user_2936@example.com,Male,0,Yes,30,69.6,2053.54,Month-to-month,Bank transfer,0
12938,980421-1169590,user_2937@example.com,Male,0,Yes,17,77.17,1277.64,Month-to-month,Bank transfer,0
12939,750919-4977967,user_2938@example.com,Female,0,Yes,60,54.52,3243.74,Month-to-month,Mailed check,0
12940,961011-4528308,user_2939@example.com,Female,0,No,0,66.15,,Month-to-month,Mailed check,0
12941,810405-2738605,user_2940@example.com,Female,1,Yes,6,54.94,265.66,One year,Mailed check,0
12942,980108-3961227,user_2941@example.com,Female,0,No,18,82.76,1433.47,Month-to-month,Electronic check,0
12943,960323-3991240,user_2942@example.com,Male,0,No,7,108.85,720.48,One year,Mailed check,0
12944,801123-4583559,user_2943@example.com,Female,0,Yes,25,34.93,902.83,Month-to-month,Bank transfer,0
12945,731020-2315559,user_2944@example.com,Female,0,Yes,28,56.74,1569.66,Month-to-month,Mailed check,1
12946,830420-2167259,user_2945@example.com,Male,0,No,2,32.62,54.88,Month-to-month,Electronic check,1
12947,721104-4712572,user_2946@example.com,Male,0,Yes,14,81.15,1199.6,Month-to-month,Bank transfer,0
12948,871219-3531579,user_2947@example.com,Female,0,Yes,14,91.57,1346.73,Month-to-month,Credit card,1
12949,871114-2418876,user_2948@example.com,Male,0,Yes,9,111.92,,One year,Mailed check,0
12950,720209-4196004,user_2949@example.com,Male,0,Yes,54,46.46,2477.3,Month-to-month,Mailed check,0
12951,980905-1339551,user_2950@example.com,Female,0,Yes,35,113.76,3938.38,Month-to-month,Credit card,0
12952,801120-4474322,user_2951@example.com,Female,0,Yes,23,24.84,605.96,One year,Bank transfer,0
12953,821009-4668038,user_2952@example.com,Male,0,No,25,78.95,1963.51,Month-to-month,Mailed check,1
12954,740728-4966263,user_2953@example.com,Female,0,Yes,12,24.23,271.44,Month-to-month,Electronic check,0
12955,790605-3847823,user_2954@example.com,Female,0,No,50,108.1,5364.32,Month-to-month,Bank transfer,0
12956,960228-3449575,user_2955@example.com,Male,0,No,23,71.61,,Month-to-month,Mailed check,0
12957,900822-4310572,user_2956@example.com,Male,0,No,26,85.6,2241.6,One year,Bank transfer,0
12958,860914-1796306,user_2957@example.com,Male,0,Yes,39,101.87,3907.16,Two year,Mailed check,0
12959,820528-3565351,user_2958@example.com,Male,0,No,6,33.57,,One year,Credit card,0
12960,760315-3890736,user_2959@example.com,Male,0,No,32,22.37,689.15,Month-to-month,Mailed check,1
12961,900918-3859096,user_2960@example.com,Female,0,No,4,106.61,,One year,Bank transfer,0
12962,720822-3487892,user_2961@example.com,Male,0,Yes,8,50.07,333.71,Month-to-month,Mailed check,0
12963,791207-2577162,user_2962@example.com,Female,1,No,8,31.43,,Month-to-month,Mailed check,1
12964,950327-1789557,user_2963@example.com,Female,0,No,72,65.46,4696.7,Month-to-month,Bank transfer,1
12965,780408-2350878,user_2964@example.com,Female,0,Yes,38,78.48,2979.74,One year,Mailed check,0
12966,931022-4944967,user_2965@example.com,Female,0,Yes,24,21.6,591.99,One year,Mailed check,0
12967,841214-1540016,user_2966@example.com,Female,1,No,25,46.06,1160.38,One year,Bank transfer,0
12968,891122-3249336,user_2967@example.com,Male,0,No,16,21.79,308.91,One year,Credit card,0
12969,820422-1866457,user_2968@example.com,Female,0,Yes,58,60.64,3481.55,Month-to-month,Electronic check,0
12970,821105-1561389,user_2969@example.com,Female,0,Yes,13,108.23,1436.75,Month-to-month,Electronic check,0
12971,910318-3216639,user_2970@example.com,Male,1,Yes,9,117.01,1118.02,One year,Electronic check,0
12972,751008-4883067,user_2971@example.com,Female,0,No,3,82.36,261.18,One year,Electronic check,0
12973,900101-4868806,user_2972@example.com,Male,0,Yes,30,34.7,1075.44,One year,Electronic check,0
12974,870410-1154439,user_2973@example.com,Female,1,No,26,109.31,2872.55,Month-to-month,Electronic check,0
12975,950913-1508184,user_2974@example.com,Male,0,No,9,70.25,703.2,One year,Bank transfer,0
12976,900410-1391901,user_2975@example.com,Male,0,Yes,0,33.91,,Month-to-month,Bank transfer,1
12977,940810-1293611,user_2976@example.com,Female,0,No,36,110.9,4025.76,One year,Bank transfer,0
12978,901110-1153256,user_2977@example.com,Male,0,No,0,94.44,,Month-to-month,Mailed check,1
12979,720121-2575282,user_2978@example.com,Male,0,No,24,91.85,2137.46,Two year,Credit card,0
12980,750711-4391619,user_2979@example.com,Female,0,Yes,70,89.6,6227.72,Month-to-month,Credit card,0
12981,730218-3728644,user_2980@example.com,Female,0,Yes,11,38.58,381.84,One year,Electronic check,1
12982,901218-3305953,user_2981@example.com,Female,0,No,5,39.65,161.81,One year,Electronic check,0
